HDI Rank,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,Test2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
37, Latvia,0.71,0.71,0.69,0.67,0.68,0.68,0.69,0.7,0.71,0.72,0.74,0.75,0.77,0.78,0.8,0.81,0.82,0.83,0.83,0.83,0.82,0.83,0.83,0.84,0.85,0.85,0.85,0.86,0.86,0.87
92, Lebanon,,,,,,,,,,,,,,,,0.74,0.74,0.75,0.76,0.76,0.77,0.77,0.76,0.76,0.75,0.74,0.74,0.75,0.75,0.74
165, Lesotho,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.5,0.5,0.51,0.52,0.52,0.53
175, Liberia,,,,,,,,,,0.4,0.44,0.44,0.44,0.42,0.43,0.43,0.44,0.45,0.45,0.45,0.46,0.47,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.48
105, Libya,0.72,0.73,0.74,0.74,0.75,0.75,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.76,0.79,0.76,0.73,0.7,0.69,0.71,0.72,0.72
19, Liechtenstein,,,,,,,,,,,0.86,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.92,0.92,0.92,0.92
34, Lithuania,0.74,0.73,0.72,0.71,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.79,0.8,0.81,0.82,0.83,0.83,0.84,0.83,0.83,0.84,0.84,0.85,0.86,0.86,0.87,0.87,0.88,0.88
23, Luxembourg,0.8,0.8,0.81,0.81,0.82,0.82,0.83,0.84,0.84,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.92
164, Madagascar,,,,,,,,,,,0.46,0.47,0.46,0.47,0.48,0.49,0.49,0.5,0.51,0.51,0.51,0.51,0.51,0.52,0.52,0.52,0.52,0.53,0.53,0.53
174, Malawi,0.33,0.34,0.35,0.36,0.36,0.39,0.38,0.4,0.4,0.4,0.39,0.39,0.36,0.36,0.36,0.37,0.38,0.39,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.47,0.47,0.48,0.48
62, Malaysia,0.64,0.65,0.66,0.67,0.68,0.68,0.69,0.7,0.71,0.71,0.72,0.72,0.72,0.73,0.73,0.73,0.74,0.75,0.76,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.81,0.81,0.81
95, Maldives,,,,,,0.56,0.57,0.58,0.6,0.61,0.62,0.63,0.63,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.69,0.7,0.7,0.71,0.72,0.72,0.73,0.73,0.73,0.74
184, Mali,0.23,0.24,0.25,0.25,0.26,0.27,0.27,0.29,0.29,0.31,0.31,0.33,0.33,0.35,0.36,0.37,0.38,0.37,0.39,0.4,0.41,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.43,0.43
28, Malta,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.8,0.81,0.82,0.83,0.83,0.84,0.84,0.84,0.85,0.85,0.86,0.87,0.87,0.88,0.89,0.89,0.89,0.9
117, Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.7
157, Mauritania,0.4,0.4,0.41,0.42,0.44,0.44,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.47,0.48,0.49,0.5,0.5,0.49,0.5,0.51,0.51,0.52,0.53,0.53,0.54,0.54,0.54,0.54,0.55
66, Mauritius,0.62,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.67,0.67,0.68,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.79,0.79,0.79,0.8,0.8,0.8
74, Mexico,0.66,0.66,0.66,0.67,0.68,0.68,0.68,0.69,0.7,0.7,0.71,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,0.76,0.77,0.77,0.77,0.78,0.78
